Variable Name,Variable Description,Corresponding Survey Question,Response Types,Source,Data Subset,Clean Label,Short Label for Plots,Confidential,Included in Public Facing?
impact_link_description,"Indicates whether the learning environment provided a link, document, or description of their evidence of impact.","Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.","0 = No
1 = Yes",School Survey,Goals & Impact data,,impact_link-desc,No,Yes
impact_link_description_text,"Link to, or description of, evidence of impact submitted.","Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.",Open response,School Survey,Goals & Impact data,,impact_link-desc_text,No,Yes
impact_upload,Indicates whether a document was uploaded to describe the learning environment's evidence of impact.,"Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.","0 = No
1 = Yes",School Survey,Goals & Impact data,,impact_upload,No,Yes
impact_upload_file_name,Indicates the file name for the document uploaded to provide evidence of impact.,"Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.",Submitted file name,School Survey,Goals & Impact data,,impact_upload_file_name,No,Yes
impact_upload_id,Indicates the document ID for the evidence of impact document uploaded.,"Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.",Internally generated unique identifier,School Survey,Goals & Impact data,,impact_upload_id,No,Yes
impact_upload_size,Indicates the file size (bytes) for the evidence of impact document uploaded.,"Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.",Numeric,School Survey,Goals & Impact data,,impact_upload_size,No,Yes
impact_upload_type,Indicates the file type for the evidence of impact document uploaded.,"Is there any evidence of your impact on learners that you want to share? This could include assessment results, student work, testimonials, etc.  You can either provide a link, upload a document, or describe it below.","0 = None
1 = PDF
2 = Image (PNG or JPEG)
3 = Word document
4 = Slideshow",School Survey,Goals & Impact data,,impact_upload_type,No,Yes
innovation_initiative,Indicates whether the learning environment is a public district or charter school and is part of a larger innovation initiative within their district or network.,Is your learning environment part of a larger innovation initiative within your district or charter network?,"0 = No
1 = Yes
2 = Not sure",School Survey,Confidential data,,innovation_initiative,Yes,No
innovation_initiative_importance,Describes how important the initiative district or network initiative is to the learning environment's current innovation work.,How important would you say this initiative is to the success of your learning environment’s innovation work?,"1 = Not important
2 = Slightly important
3 = Fairly important
4 = Important
5 = Very important",School Survey,Confidential data,,innovation_initiative_importance,Yes,No
innovation_initiative_text,Describes the district or network innovation initiative that the learning environment is part of.,What is the initiative?,Open response,School Survey,Confidential data,,innovation_initiative_text,Yes,No
waiver_application,"Indicates whether the learning environment is a public district or charter school and has ever applied for, or considered applying for, a waiver from a local or state policy or regulation.",Has your school or system ever considered applying for a waiver from a local or state policy or regulation? (Waivers and other formal flexibilities allow schools exemption from certain policies and regulations.),"0 = No
1 = Yes, we have received a waiver
2 = Yes, we applied for a waiver, but did not receive it
3 = Yes, we considered applying for a waiver, did not ultimately choose to apply
4 = Not sure",School Survey,Confidential data,,waiver_application,Yes,No
state_level_policies,Describes the state-level policies affecting the learning environment's innovation work for environments identified as independent schools.,"What, if any, are the state-level policies that most affect your innovation work?",Open response,School Survey,Confidential data,,state_policies,Yes,No
enroll_auto_apply,Indicates whether prospective students apply for admission and are automatically admitted.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_auto_apply,Yes,No
enroll_auto_residential,Indicates whether students in the school are automatically enrolled based on residential district.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_auto_residential,Yes,No
enroll_criteria_apply,Indicates whether students in the school apply and are admitted selectively based on set criteria.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_criteria_apply,Yes,No
enroll_district_only,Indicates if admission in the learning environment is limited only to students within the district boundary.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_district_only,Yes,No
enroll_random_lotto_apply,Indicates whether students in the school apply and are admitted based on a random lottery.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_random_lotto,Yes,No
enroll_weighted_lotto_apply,Indicates whether students in the school apply and are admitted based on a weighted lottery.,Which of the following describes how students enroll in your school? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,enroll_weighted_lotto,Yes,No
central_direction,Indicates the school is a public district or charter school and receives the following support from a central office: Direction and vision for your innovative design,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_direction,Yes,No
central_exemptions,Indicates the school is a public district or charter school and receives the following support from a central office: Exemptions from district policies and regulatory requirements,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_exempt,Yes,No
central_funding,Indicates the school is a public district or charter school and receives the following support from a central office: Funding for your innovative design,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_fund,Yes,No
central_n_a,Indicates whether the learning environment has a district or charter central office.,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_na,Yes,No
central_navigation,Indicates the school is a public district or charter school and receives the following support from a central office: Help navigating state policies and regulatory requirements,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_navigation,Yes,No
central_other,Indicates the learning environment receives another type of support from a central office not indicated in the answer choices.,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_other,Yes,No
central_other_text,Describes the type of support the learning environment receives from a central office not indicated in the answer choices.,Does your central office provide any of the following related to your innovation work?,Open response,School Survey,Confidential data,,central_other_text,Yes,No
central_peer,"Indicates the school is a public district or charter school and receives the following support from a central office: Peer connections or cohorts (e.g., professional learning communities)",Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_peer,Yes,No
central_people_capacity,Indicates the school is a public district or charter school and receives the following support from a central office: People/capacity (time from people in the central office) focused on your innovative design,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_people,Yes,No
central_public_support,Indicates the school is a public district or charter school and receives the following support from a central office: Public support and encouragement for your work,Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_public_support,Yes,No
central_tools_supports,"Indicates the school is a public district or charter school and receives the following support from a central office: Tools/supports (e.g., curriculum, guidance docs) focused on your innovative design",Does your central office provide any of the following related to your innovation work?,"0 = No
1 = Yes",School Survey,Confidential data,,central_tools,Yes,No
network_direction,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Direction and vision for your innovative design,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_direction,Yes,No
network_exemptions,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Exemptions from state policies and regulatory requirements,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_exempt,Yes,No
network_funding,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Funding for your innovative design,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_fund,Yes,No
network_navigation,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Help navigating state policies and regulatory requirements,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_navigation,Yes,No
network_other,Indicates the learning environment receives another type of support from the network(s) they are a part of that is not indicated in the answer choices.,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_other,Yes,No
network_other_text,Describes the type of support the learning environment receives from the network(s) they are a part of not indicated in the answer choices.,Do you receive any of the following from your participation in the network(s)?,Open response,School Survey,Confidential data,,network_other_text,Yes,No
network_peer,"Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Peer connections or cohorts (e.g., professional learning communities)",Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_peer,Yes,No
network_people_capacity,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: People/capacity (time from people in the network) focused on your innovation,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_people,Yes,No
network_public_support,Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Public support and encouragement for your work,Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_public_support,Yes,No
network_tools_supports,"Indicates the learning environment is an independent school and receives the following support from the network(s) they are a part of: Tools/supports (e.g., curriculum, guidance docs) focused on your innovation",Do you receive any of the following from your participation in the network(s)?,"0 = No
1 = Yes",School Survey,Confidential data,,network_tools,Yes,No
larger_network,Indicates the learning environment is an independent school and part of one or more larger network(s) of learning environments utilizing similar approaches.,What network(s) is your learning environment a part of?,"0 = No
1 = Yes
2 = Not sure",School Survey,Confidential data,,larger_network,Yes,No
larger_network_importance,Describes how important the learning network(s) the learning environment is a part of is to their current innovation work.,How important would you say the network(s) is to the success of your learning environment’s innovation work?,"1 = Not important
2 = Slightly important
3 = Fairly important
4 = Important
5 = Very important",School Survey,Confidential data,,larger_network_importance,Yes,No
larger_network_name,Describes the learning network(s) the learning environments identified as independent schools are a part of.,What network(s) is your learning environment a part of?,Open response,School Survey,Confidential data,,larger_network_name,Yes,No
model_usage_bpl,Indicates to what degree the learning environment is using the following model: Big Picture Learning,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_bpl,No,Yes
model_usage_ele,Indicates to what degree the learning environment is using the following model: EL Education,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_ele,No,Yes
model_usage_ib,Indicates to what degree the learning environment is using the following model: International Baccalaureate,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_ib,No,Yes
model_usage_ntn,Indicates to what degree the learning environment is using the following model: New Tech Network,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_ntn,No,Yes
model_usage_oc,Indicates to what degree the learning environment is using the following model: Opportunity Culture,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_oc,No,Yes
model_usage_sl,Indicates to what degree the learning environment is using the following model: Summit Learning,To what degree is your school utilizing any of the adoptable models listed below?,"0 = Not at all
1 = Somewhat
2 = To a large extent",School Survey,Goals & Impact data,,model_sl,No,Yes
partnership_materials_bilingual,"Indicates the learning environment utilizes bilingual assessments using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_bilingual_partner,No,Yes
partnership_materials_career_readiness,"Indicates the learning environment utilizes assessments for career readiness using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_career_partner,No,Yes
partnership_materials_deeper_learning,"Indicates the learning environment utilizes assessments for deeper learning using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_deep_partner,No,Yes
partnership_materials_performance_based,"Indicates the learning environment utilizes performance based assessments using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_performance_partner,No,Yes
partnership_materials_self_directed,"Indicates the learning environment utilizes assessments for agency and self-directed learning using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_agency_partner,No,Yes
partnership_materials_social_emotional_skills,"Indicates the learning environment utilizes assessments for social-emotional skills using materials received from a partnership, organization, or system they belong to",Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_sel_partner,No,Yes
vendor_materials_bilingual,Indicates the learning environment utilizes bilingual assessments using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_bilingual_vendor,No,Yes
vendor_materials_career_readiness,Indicates the learning environment utilizes assessments for career readiness using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_career_vendor,No,Yes
vendor_materials_deeper_learning,Indicates the learning environment utilizes assessments for deeper learning using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_deep_vendor,No,Yes
vendor_materials_performance_based,Indicates the learning environment utilizes performance based assessments using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_performance_vendor,No,Yes
vendor_materials_self_directed,Indicates the learning environment utilizes assessments for agency and self-directed learning using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_agency_vendor,No,Yes
vendor_materials_social_emotional_skills,Indicates the learning environment utilizes assessments for social-emotional skills using materials materials purchased from a vendor,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_sel_vendor,No,Yes
created_materials_bilingual,Indicates the learning environment utilizes bilingual assessments using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_bilingual_create,No,Yes
created_materials_career_readiness,Indicates the learning environment utilizes assessments for career readiness using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_career_create,No,Yes
created_materials_deeper_learning,Indicates the learning environment utilizes assessments for deeper learning using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_deep_create,No,Yes
created_materials_performance_based,Indicates the learning environment utilizes performance based assessments using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_performance_create,No,Yes
created_materials_self_directed,Indicates the learning environment utilizes assessments for agency and self-directed learning using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_agency_create,No,Yes
created_materials_social_emotional_skills,Indicates the learning environment utilizes assessments for social-emotional skills using materials materials they created themselves,Previously you indicated that your learning environment uses some non-traditional assessment methods. Please indicate how you assess in each of these areas (select all that apply),"0 = No
1 = Yes",School Survey,Goals & Impact data,,assess_sel_create,No,Yes
political_impact,Indicates the degree to which political debates are detracting from the learning environment's ability to stay focused on their mission.,To what extent do you agree with the following statement? “Political debates are detracting from our learning environment’s ability to stay focused on our mission.” ,"1 = Strongly disagree
2 = Disagree
3 = Neither agree nor disagree
4 = Agree
5 = Strongly agree",School Survey,Confidential data,,political_impact,Yes,No
canopy_value,"If the learning environment previously completed a survey, this describes how valuable their membership in the Canopy project has been to their community this year.",One of the goals of Canopy is to support members' innovation by connecting them to useful opportunities and resources. How valuable was your membership in Canopy to your community this year?,"1 = Not valuable
2 = Slightly Valuable
3 = Fairly valuable
4 = Valuable
5 = Very valuable",School Survey,Confidential data,,canopy_value,Yes,No
canopy_value_text,Describes in what ways membership in the Canopy project has been important to the learning environment and their community this year.,Optional - Why did you give the answer above? Please provide specific examples if possible.,Open response,School Survey,Confidential data,,canopy_value_text,Yes,No
public_contact_name,Public contact's name for the learning environment.,"Please share a public contact for your school. 
Full name:",Open response,School Survey,School data,,public_contact_name,No,Yes
public_contact_role,Public contact's role at the learning environment.,"Please share a public contact for your school. 
Role at the school:",Open response,School Survey,School data,,public_contact_role,No,Yes
public_contact_email,Public contact's emaill address at the learning environment.,"Please share a public contact for your school. 
Email address:",Open response,School Survey,School data,,public_contact_email,No,Yes
respondent_name,Name of the survey respondent; may differ from school leader and/or public contact.,"Please share who completed this survey.
Full name:",Open response,School Survey,Confidential data,,respondent_name,Yes,No
respondent_role,Role of the survey respondent; may differ from school leader and/or public contact.,"Please share who completed this survey.
Role at the school:",Open response,School Survey,Confidential data,,respondent_role,Yes,No
respondent_email,Email address for the survey respondent; may differ from school leader and/or public contact.,"Please share who completed this survey.
Email address:",Open response,School Survey,Confidential data,,respondent_email,Yes,No
grades_prek,Indicates whether the learning environment offers pre-kindergarten services.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",Canopy created var,School data,,prek,No,Yes
grades_elementary,Indicates whether the learning environment serves any elementary grades 1-5.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",Canopy created var,School data,,elementary,No,Yes
grades_middle,Indicates whether the learning environment serves middle grades 7 and 8.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",Canopy created var,School data,,middle,No,Yes
grades_high,Indicates whether the learning environment serves any high school grades 10-12.,Which grades does your learning environment serve? Please select all that apply.,"0 = No
1 = Yes",Canopy created var,School data,,high,No,Yes
pct_bipoc,Indicates the percentage of students in the learning environment that do not identify as White (non-Hispanic/Latinx).,What is the racial/ethnic demographic breakdown of your learners?,Numeric,Canopy created var,School data,,pct_bipoc,No,No
self_reported_locale_multiple,"Indicates whether the school serves students from multiple geographic backgrounds including rural, suburban urban, or other self-identified regions.",Which geography describes the student population your school serves? Select all that apply.,"0 = No
1 = Yes",School Survey,School data,,locale_multiple,No,Yes
leader1_gender_multiple,Indicates whether the primary school leader selected two or more gender categories.,How does the leader currently identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader1_gender_multi,Yes,No
leader1_race_multiple,Indicates whether the primary school leader selected two or more racial/ethnic categories.,What is the leader’s racial/ethnic identity? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader1_race_multi,Yes,No
leader2_gender_multiple,Indicates whether school leader #2 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader2_gender_mult,Yes,No
leader2_race_multiple,Indicates whether school leader #2 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader2_race_multi,Yes,No
leader3_gender_multiple,Indicates whether school leader #3 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader3_gender_multi,Yes,No
leader3_race_multiple,Indicates whether school leader #3 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader3_race_multi,Yes,No
leader4_gender_multiple,Indicates whether school leader #4 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader4_gender_multi,Yes,No
leader4_race_multiple,Indicates whether school leader #4 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader4_race_multi,Yes,No
leader5_gender_multiple,Indicates whether school leader #5 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader5_gender_multi,Yes,No
leader5_race_multiple,Indicates whether school leader #5 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader5_race_multi,Yes,No
leader6_gender_multiple,Indicates whether school leader #6 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader6_gender_multi,Yes,No
leader6_race_multiple,Indicates whether school leader #6 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader6_race_multi,Yes,No
leader7_gender_multiple,Indicates whether school leader #7 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader7_gender_multi,Yes,No
leader7_race_multiple,Indicates whether school leader #7 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader7_race_multi,Yes,No
leader8_gender_multiple,Indicates whether school leader #8 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader8_gender_multi,Yes,No
leader8_race_multiple,Indicates whether school leader #8 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader8_race_multi,Yes,No
leader9_gender_multiple,Indicates whether school leader #9 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader9_gender_multi,Yes,No
leader9_race_multiple,Indicates whether school leader #9 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader9_race_multi,Yes,No
leader10_gender_multiple,Indicates whether school leader #10 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader10_gender_multi,Yes,No
leader10_race_multiple,Indicates whether school leader #10 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader10_race_multi,Yes,No
leader11_gender_multiple,Indicates whether school leader #11 identifies with two or more gender categories.,How do each of the additional primary leaders currently self-identify their gender? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader11_gender_multi,Yes,No
leader11_race_multiple,Indicates whether school leader #11 identifies with two or more racial/ethnic categories.,How do each of the additional primary leaders self-identify their race? Select all that apply.,"0 = No
1 = Yes",School Survey,Confidential data,,leader11_race_multi,Yes,No
core_a_la_carte,Indicates whether the school selected the tag à la carte model as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_a_la_carte,No,Yes
core_accommodations,Indicates whether the school selected the tag accommodations provided to all students as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_accommodations,No,Yes
core_adult_wellness,Indicates whether the school selected the tag adult wellness/SEL as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_adult_sel,No,Yes
core_advancement_mastery,Indicates whether the school selected the tag advancement on mastery as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_mastery,No,Yes
core_advisories,Indicates whether the school selected the tag student advisories as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_advisories,No,Yes
core_all_courses_designed_for_inclusion,Indicates whether the school selected the tag all courses designed for inclusion as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_inclusion,No,Yes
core_anti_racist,Indicates whether the school selected the tag anti-racist practices a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_antiracist,No,Yes
core_assessments_agency,Indicates whether the school selected the tag assessments for agency and self-directed learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_agency,No,Yes
core_assessments_bilingual,Indicates whether the school selected the tag bilingual assessments as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_bilingual,No,Yes
core_assessments_career,Indicates whether the school selected the tag assessments for career readiness as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_career,No,Yes
core_assessments_deeper,Indicates whether the school selected the tag assessments for deeper learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_deep,No,Yes
core_assessments_sel,Indicates whether the school selected the tag assessments for social-emotional skills as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_assess_sel,No,Yes
core_blended_learning,Indicates whether the school selected the tag blended learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_blended_learning,No,Yes
core_career_prep,Indicates whether the school selected the tag career prep and work-based learning as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_career_prep,No,Yes
core_co_leaders,Indicates whether the school selected the tag co-leadership as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead,No,Yes
core_community_leaders,Indicates whether the school selected the tag community-based organizations as co-leaders as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_colead_community,No,Yes
core_community_partnerships,Indicates whether the school selected the tag community and business partnerships as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_community_partners,No,Yes
core_community_supports,Indicates whether the school selected the tag family and community support services as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_community_supports,No,Yes
core_competency_education,Indicates whether the school selected the tag competency/mastery-based education as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_competency_ed,No,Yes
core_competency_framework,Indicates whether the school selected the tag competency framework as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_competency_frame,No,Yes
core_culturally_responsive,Indicates whether the school selected the tag culturally responsive practices as a core practice.,"Of all the practices you just selected, which five do you believe to be most central to your school’s model?","0 = No
1 = Yes",School Survey,Tags data,,core_culturally_responsive,No,Yes
